0.000000000000000000e+00	1.513698515037593895e+00
5.000000000001530998e-05	1.516128991228070211e+00
1.000000000000306200e-04	1.514306134085213085e+00
1.500000000000459299e-04	1.513698515037593895e+00
2.000000000000612399e-04	1.516736610275689179e+00
2.500000000000765499e-04	1.520382324561403431e+00
3.000000000000918599e-04	1.519167086466165273e+00
3.500000000001071698e-04	1.524028038847117683e+00
4.000000000001224798e-04	1.524635657894736873e+00
4.500000000001377898e-04	1.524028038847117683e+00
5.000000000001530998e-04	1.524028038847117683e+00
5.500000000001684097e-04	1.520382324561403431e+00
6.000000000001837197e-04	1.519774705513784463e+00
6.500000000001990297e-04	1.516736610275689179e+00
7.000000000002143397e-04	1.517951848370927337e+00
7.500000000002296496e-04	1.515521372180451021e+00
8.000000000002449596e-04	1.517344229323308147e+00
8.500000000002602696e-04	1.516736610275689179e+00
9.000000000002755796e-04	1.516128991228070211e+00
9.500000000002908895e-04	1.520382324561403431e+00
1.000000000000306200e-03	1.522812800751879525e+00
1.050000000000321509e-03	1.524635657894736873e+00
1.100000000000336819e-03	1.528281372180451125e+00
1.150000000000352129e-03	1.528281372180451125e+00
1.200000000000367439e-03	1.527673753132831935e+00
1.250000000000382749e-03	1.525850895989974809e+00
1.300000000000398059e-03	1.522205181704260557e+00
1.350000000000413369e-03	1.519774705513784463e+00
1.400000000000428679e-03	1.519167086466165273e+00
1.450000000000443989e-03	1.520382324561403431e+00
1.500000000000459299e-03	1.520382324561403431e+00
1.550000000000474609e-03	1.521597562656641589e+00
1.600000000000489919e-03	1.524028038847117683e+00
1.650000000000505229e-03	1.525243276942355841e+00
1.700000000000520539e-03	1.525243276942355841e+00
1.750000000000535849e-03	1.527066134085212967e+00
1.800000000000551159e-03	1.530104229323308251e+00
1.850000000000566469e-03	1.528888991228070093e+00
1.900000000000581779e-03	1.530104229323308251e+00
1.950000000000597089e-03	1.528888991228070093e+00
2.000000000000612399e-03	1.520382324561403431e+00
2.050000000000627709e-03	1.516128991228070211e+00
2.100000000000643019e-03	1.514306134085212863e+00
2.150000000000658329e-03	1.516736610275689179e+00
2.200000000000673639e-03	1.516736610275689179e+00
2.250000000000688949e-03	1.519774705513784463e+00
2.300000000000704259e-03	1.521597562656641589e+00
2.350000000000719569e-03	1.522812800751879747e+00
2.400000000000734879e-03	1.523420419799498715e+00
2.450000000000750189e-03	1.525850895989974809e+00
2.500000000000765499e-03	1.528888991228070093e+00
2.550000000000780809e-03	1.528888991228070093e+00
2.600000000000796119e-03	1.526458515037593999e+00
2.650000000000811429e-03	1.524028038847117683e+00
2.700000000000826739e-03	1.520382324561403431e+00
2.750000000000842049e-03	1.519167086466165273e+00
2.800000000000857359e-03	1.521597562656641589e+00
2.850000000000872669e-03	1.520382324561403431e+00
2.900000000000887979e-03	1.520989943609022399e+00
2.950000000000903289e-03	1.520989943609022399e+00
3.000000000000918599e-03	1.522205181704260557e+00
3.050000000000933909e-03	1.527066134085212967e+00
3.100000000000949218e-03	1.526458515037593999e+00
3.150000000000964528e-03	1.530104229323308251e+00
3.200000000000979838e-03	1.531319467418546409e+00
3.250000000000995148e-03	1.528281372180451125e+00
3.300000000001010458e-03	1.529496610275689061e+00
3.350000000001025768e-03	1.528281372180451125e+00
3.400000000001041078e-03	1.530104229323308251e+00
3.450000000001056388e-03	1.529496610275689061e+00
3.500000000001071698e-03	1.530104229323308251e+00
3.550000000001087008e-03	1.531927086466165377e+00
3.600000000001102318e-03	1.531927086466165377e+00
3.650000000001117628e-03	1.534357562656641472e+00
3.700000000001132938e-03	1.532534705513784345e+00
3.750000000001148248e-03	1.528281372180451125e+00
3.800000000001163558e-03	1.527673753132831935e+00
3.850000000001178868e-03	1.525243276942355841e+00
3.900000000001194178e-03	1.525243276942355841e+00
3.950000000001209488e-03	1.524635657894736873e+00
4.000000000001224798e-03	1.526458515037593999e+00
4.050000000001240108e-03	1.527066134085212967e+00
4.100000000001255418e-03	1.529496610275689061e+00
4.150000000001270728e-03	1.531927086466165377e+00
4.200000000001286038e-03	1.535572800751879630e+00
4.250000000001301348e-03	1.536788038847117788e+00
4.300000000001316658e-03	1.536788038847117788e+00
4.350000000001331968e-03	1.533749943609022504e+00
4.400000000001347278e-03	1.531927086466165377e+00
4.450000000001362588e-03	1.531319467418546409e+00
4.500000000001377898e-03	1.528888991228070093e+00
4.550000000001393208e-03	1.528888991228070093e+00
4.600000000001408518e-03	1.531927086466165377e+00
4.650000000001423828e-03	1.533749943609022504e+00
4.700000000001439138e-03	1.536180419799498598e+00
4.750000000001454448e-03	1.534965181704260662e+00
4.800000000001469758e-03	1.538003276942355724e+00
4.850000000001485068e-03	1.539826134085213072e+00
4.900000000001500378e-03	1.539826134085213072e+00
4.950000000001515688e-03	1.540433753132832040e+00
5.000000000001530998e-03	1.538003276942355724e+00
5.050000000001546308e-03	1.537395657894736756e+00
5.100000000001561618e-03	1.533142324561403536e+00
5.150000000001576927e-03	1.535572800751879630e+00
5.200000000001592237e-03	1.539826134085213072e+00
5.250000000001607547e-03	1.541041372180451008e+00
5.300000000001622857e-03	1.546509943609022386e+00
5.350000000001638167e-03	1.549548038847117670e+00
5.400000000001653477e-03	1.551370895989974796e+00
5.450000000001668787e-03	1.551978515037593986e+00
5.500000000001684097e-03	1.551370895989974796e+00
5.550000000001699407e-03	1.551370895989974796e+00
5.600000000001714717e-03	1.548332800751879734e+00
5.650000000001730027e-03	1.545294705513784450e+00
5.700000000001745337e-03	1.542864229323308134e+00
5.750000000001760647e-03	1.543471848370927324e+00
5.800000000001775957e-03	1.542256610275689166e+00
5.850000000001791267e-03	1.545902324561403418e+00
5.900000000001806577e-03	1.548332800751879734e+00
5.950000000001821887e-03	1.550155657894736860e+00
6.000000000001837197e-03	1.556231848370927207e+00
6.050000000001852507e-03	1.556839467418546397e+00
6.100000000001867817e-03	1.556231848370927207e+00
6.150000000001883127e-03	1.559269943609022491e+00
6.200000000001898437e-03	1.558054705513784333e+00
6.250000000001913747e-03	1.559269943609022491e+00
6.300000000001929057e-03	1.558054705513784333e+00
6.350000000001944367e-03	1.558662324561403523e+00
6.400000000001959677e-03	1.556839467418546397e+00
6.450000000001974987e-03	1.555624229323308239e+00
6.500000000001990297e-03	1.559877562656641459e+00
6.550000000002005607e-03	1.559877562656641459e+00
6.600000000002020917e-03	1.561700419799498585e+00
6.650000000002036227e-03	1.569601372180451149e+00
6.700000000002051537e-03	1.567778515037594023e+00
6.750000000002066847e-03	1.570816610275689085e+00
6.800000000002082157e-03	1.572639467418546211e+00
6.850000000002097467e-03	1.570814705513784437e+00
6.900000000002112777e-03	1.575068038847117657e+00
6.950000000002128087e-03	1.577498515037593974e+00
7.000000000002143397e-03	1.576283276942355815e+00
7.050000000002158707e-03	1.573852800751879721e+00
7.100000000002174017e-03	1.575675657894736847e+00
7.150000000002189326e-03	1.576890895989974783e+00
7.200000000002204636e-03	1.578713753132832132e+00
7.250000000002219946e-03	1.580536610275689258e+00
7.300000000002235256e-03	1.583574705513784320e+00
7.350000000002250566e-03	1.585397562656641446e+00
7.400000000002265876e-03	1.590258515037593856e+00
7.450000000002281186e-03	1.593906134085212978e+00
7.500000000002296496e-03	1.593906134085212978e+00
7.550000000002311806e-03	1.593906134085212978e+00
7.600000000002327116e-03	1.595121372180451136e+00
7.650000000002342426e-03	1.590866134085213046e+00
7.700000000002357736e-03	1.592688991228070172e+00
7.750000000002373046e-03	1.596336610275689072e+00
7.800000000002388356e-03	1.596338515037593941e+00
7.850000000002403666e-03	1.599988038847117711e+00
7.900000000002418976e-03	1.603026134085212995e+00
